,SARSA,MCCONTROL,QLEARNING,DQLEARNING
962,-2.000000000000001,-1.0,-2.000000000000001,-2.000000000000001
963,0.995,-2.000000000000001,0.995,0.995
964,-2.000000000000001,0.991,-2.000000000000001,-2.000000000000001
965,1.0,1.0,1.0,1.0
966,0.997,-2.000000000000001,0.997,0.997
967,-2.000000000000001,0.996,0.996,-2.000000000000001
968,0.989,0.993,0.993,-2.000000000000001
969,-2.000000000000001,0.992,-2.000000000000001,-2.000000000000001
970,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
971,-2.000000000000001,-1.007,-2.000000000000001,-2.000000000000001
972,0.998,0.998,0.998,0.998
973,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
974,0.999,0.999,0.999,0.999
975,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
976,0.997,0.997,0.997,0.997
977,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
978,-2.000000000000001,0.991,-2.000000000000001,-2.000000000000001
979,-2.000000000000001,-1.003,-2.000000000000001,-2.000000000000001
980,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
981,-2.000000000000001,-1.001,-2.000000000000001,-2.000000000000001
982,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
983,-2.000000000000001,0.989,0.994,-2.000000000000001
984,0.997,0.997,0.997,0.997
985,1.0,1.0,1.0,1.0
986,0.993,-2.000000000000001,0.994,-2.000000000000001
987,-2.000000000000001,-1.002,-2.000000000000001,-2.000000000000001
988,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
989,0.998,0.998,0.998,0.998
990,0.995,0.995,0.995,-2.000000000000001
991,0.998,0.998,0.998,0.998
992,-2.000000000000001,-2.000000000000001,-2.000000000000001,-2.000000000000001
993,0.996,0.996,0.996,-2.000000000000001
994,0.997,0.997,0.997,0.997
995,0.995,0.995,0.995,-2.000000000000001
996,-2.000000000000001,-2.000000000000001,0.994,-2.000000000000001
997,-2.000000000000001,0.993,0.995,-2.000000000000001
998,0.995,0.995,0.995,-2.000000000000001
999,-2.000000000000001,-2.000000000000001,0.994,-2.000000000000001
